Year,SMW,Date,Crop_Week,Location,Variety,PDI,Max_Temp,Min_Temp,Max_Humidity,Min_Humidity,No_of_Rainy_Days,Rainfall,Wind_Velocity,Disease,Diesease Severity,Predicted Disease
2024,36,02-09-2024 to 08-09-2024,7,Japalpur,JS93-05,44.06,32.7,25.4,91.1,67.7,2,17.2,1.52,Anthracnose,,
2024,37,09-09-2024 to 15-09-2024,8,Japalpur,JS93-05,44.14,30,24.2,91.7,76,3,184.8,3.05,Anthracnose,,
2024,38,16-09-2024 to 22-09-2024,9,Japalpur,JS93-05,44.14,30.6,24.2,93.6,67.7,2,93.8,2.28,Anthracnose,,
2021,34,20-08-2021 to 26-08-2021,8,Jabalpur,Punjab1,0,30.7,24.7,87,67,0,2.2,4.3,Charcoal Rot,,
2021,35,27-08-2021 to 02-09-2021,9,Jabalpur,Punjab1,0,31.6,24.5,86,68,0,2.5,3.4,Charcoal Rot,,
2021,36,03-09-2021 to 09-09-2021,10,Jabalpur,Punjab1,4,31.4,24.1,91,78,4,35.7,3.5,Charcoal Rot,,
2021,37,10-09-2021 to 16-09-2021,11,Jabalpur,Punjab1,11,30,23.8,93,81,4,100.8,3,Charcoal Rot,,
2021,38,17-09-2021 to 23-09-2021,12,Jabalpur,Punjab1,17.5,30.9,23.6,89,68,2,16.3,3.1,Charcoal Rot,,
2021,39,24-09-2021 to 30-09-2021,13,Jabalpur,Punjab1,18.5,31.9,24.1,88,62,1,3.8,3.3,Charcoal Rot,,
2021,29,16-07-2021 to 22-07-2021,3,Jabalpur,Punjab1,0,33.4,25.4,84.1,70,3,35.4,3.9,Yellow Mosaic Disease,,
2021,30,23-07-2021 to 29-07-2021,4,Jabalpur,Punjab1,2.41,27.7,23.8,94.6,85.1,5,130.4,5.7,Yellow Mosaic Disease,,
2021,31,30-07-2021 to 05-08-2021,5,Jabalpur,Punjab1,7.96,26.8,23.4,91.1,84.1,6,43.7,8,Yellow Mosaic Disease,,
2021,32,06-08-2021 to 12-08-2021,6,Jabalpur,Punjab1,11.6,28.5,24.2,90,79,2,11.1,6.2,Yellow Mosaic Disease,,
2021,33,13-08-2021 to 19-08-2021,7,Jabalpur,Punjab1,13.46,32.6,24.7,89,71,3,42.3,3.3,Yellow Mosaic Disease,,
2021,34,20-08-2021 to 26-08-2021,8,Jabalpur,Punjab1,13.76,30.7,24.7,87,67,0,2.2,4.3,Yellow Mosaic Disease,,
2021,35,27-08-2021 to 02-09-2021,9,Jabalpur,Punjab1,13.89,31.6,24.5,86,68,0,2.5,3.4,Yellow Mosaic Disease,,
2021,36,03-09-2021 to 09-09-2021,10,Jabalpur,Punjab1,13.83,31.4,24.1,91,78,4,35.7,3.5,Yellow Mosaic Disease,,
2021,37,10-09-2021 to 16-09-2021,11,Jabalpur,Punjab1,13.83,30,23.8,93,81,4,100.8,3,Yellow Mosaic Disease,,
2021,33,13-08-2021 to 19-08-2021,7,Jabalpur,Punjab1,0,32.6,24.7,89,71,3,42.3,3.3,Rhizoctonia Aerial Blight,,
2021,34,20-08-2021 to 26-08-2021,8,Jabalpur,Punjab1,0.99,30.7,24.7,87,67,0,2.2,4.3,Rhizoctonia Aerial Blight,,
2021,35,27-08-2021 to 02-09-2021,9,Jabalpur,Punjab1,1.85,31.6,24.5,86,68,0,2.5,3.4,Rhizoctonia Aerial Blight,,
2021,36,03-09-2021 to 09-09-2021,10,Jabalpur,Punjab1,3.52,31.4,24.1,91,78,4,35.7,3.5,Rhizoctonia Aerial Blight,,
2021,37,10-09-2021 to 16-09-2021,11,Jabalpur,Punjab1,10.74,30,23.8,93,81,4,100.8,3,Rhizoctonia Aerial Blight,,
2021,38,17-09-2021 to 23-09-2021,12,Jabalpur,Punjab1,16.11,30.9,23.6,89,68,2,16.3,3.1,Rhizoctonia Aerial Blight,,
2021,31,30-07-2021 to 05-08-2021,5,Jabalpur,Punjab1,0,26.8,23.4,91.1,84.1,6,43.7,8,Anthracnose,,
2021,32,06-08-2021 to 12-08-2021,6,Jabalpur,Punjab1,0,28.5,24.2,90,79,2,11.1,6.2,Anthracnose,,
2021,33,13-08-2021 to 19-08-2021,7,Jabalpur,Punjab1,2.44,32.6,24.7,89,71,3,42.3,3.3,Anthracnose,,
2021,34,20-08-2021 to 26-08-2021,8,Jabalpur,Punjab1,4.67,30.7,24.7,87,67,0,2.2,4.3,Anthracnose,,
2021,35,27-08-2021 to 02-09-2021,9,Jabalpur,Punjab1,8.22,31.6,24.5,86,68,0,2.5,3.4,Anthracnose,,
2021,36,03-09-2021 to 09-09-2021,10,Jabalpur,Punjab1,14.22,31.4,24.1,91,78,4,35.7,3.5,Anthracnose,,
2021,37,10-09-2021 to 16-09-2021,11,Jabalpur,Punjab1,17.56,30,23.8,93,81,4,100.8,3,Anthracnose,,
2021,38,17-09-2021 to 23-09-2021,12,Jabalpur,Punjab1,18.89,30.9,23.6,89,68,2,16.3,3.1,Anthracnose,,
2021,39,24-09-2021 to 30-09-2021,13,Jabalpur,Punjab1,19.56,31.9,24.1,88,62,1,3.8,3.3,Anthracnose,,
2022,35,27-08-2022 to 02-09-2022,8,Jabalpur,Punjab1,0,31.3,24.1,90,67.9,3,97.5,3.4,Charcoal Rot,,
2022,36,03-09-2022 to 09-09-2022,9,Jabalpur,Punjab1,0,31.9,24.3,87.4,71.6,2,47,3,Charcoal Rot,,
2022,37,10-09-2022 to 16-09-2022,10,Jabalpur,Punjab1,0,30.5,24.2,90.6,79.4,4,118,5.4,Charcoal Rot,,
2022,38,17-09-2022 to 23-09-2022,11,Jabalpur,Punjab1,13,29.8,23.6,92.4,79,7,39.3,3.7,Charcoal Rot,,
2022,39,24-09-2022 to 30-09-2022,12,Jabalpur,Punjab1,25.5,30.4,22.3,91,64.7,0,0,3.4,Charcoal Rot,,
2022,40,01-10-2022 to 07-10-2022,13,Jabalpur,Punjab1,33,31.5,22.6,87.7,67.4,1,27.4,2.3,Charcoal Rot,,
2022,31,30-07-2022 to 05-08-2022,4,Jabalpur,Punjab1,0,31.8,25.2,87.9,66.7,2,16,3.5,Yellow Mosaic Disease,,
2022,32,06-08-2022 to 12-08-2022,5,Jabalpur,Punjab1,2.47,31.6,25,88.3,72.4,4,53.8,5.5,Yellow Mosaic Disease,,
2022,33,13-08-2022 to 19-08-2022,6,Jabalpur,Punjab1,7.16,29.4,24,89,75,4,135.7,6.1,Yellow Mosaic Disease,,
2022,34,20-08-2022 to 26-08-2022,7,Jabalpur,Punjab1,13.7,29,23.1,91.9,74.4,3,208.1,6,Yellow Mosaic Disease,,
2022,35,27-08-2022 to 02-09-2022,8,Jabalpur,Punjab1,15.74,31.3,24.1,90,67.9,3,97.5,3.4,Yellow Mosaic Disease,,
2022,36,03-09-2022 to 09-09-2022,9,Jabalpur,Punjab1,16.79,31.9,24.3,87.4,71.6,2,47,3,Yellow Mosaic Disease,,
2022,37,10-09-2022 to 16-09-2022,10,Jabalpur,Punjab1,17.1,30.5,24.2,90.6,79.4,4,118,5.4,Yellow Mosaic Disease,,
2022,38,17-09-2022 to 23-09-2022,11,Jabalpur,Punjab1,17.22,29.8,23.6,92.4,79,7,39.3,3.7,Yellow Mosaic Disease,,
2022,34,20-08-2022 to 26-08-2022,7,Jabalpur,Punjab1,0.8,29,23.1,91.9,74.4,3,208.1,6,Rhizoctonia Aerial Blight,,
2022,35,27-08-2022 to 02-09-2022,8,Jabalpur,Punjab1,1.98,31.3,24.1,90,67.9,3,97.5,3.4,Rhizoctonia Aerial Blight,,
2022,36,03-09-2022 to 09-09-2022,9,Jabalpur,Punjab1,4.88,31.9,24.3,87.4,71.6,2,47,3,Rhizoctonia Aerial Blight,,
2022,37,10-09-2022 to 16-09-2022,10,Jabalpur,Punjab1,15.99,30.5,24.2,90.6,79.4,4,118,5.4,Rhizoctonia Aerial Blight,,
2022,38,17-09-2022 to 23-09-2022,11,Jabalpur,Punjab1,29.13,29.8,23.6,92.4,79,7,39.3,3.7,Rhizoctonia Aerial Blight,,
2022,39,24-09-2022 to 30-09-2022,12,Jabalpur,Punjab1,31.36,30.4,22.3,91,64.7,0,0,3.4,Rhizoctonia Aerial Blight,,
2022,33,13-08-2022 to 19-08-2022,6,Jabalpur,Punjab1,0,29.4,24,89,75,4,135.7,6.1,Anthracnose,,
2022,34,20-08-2022 to 26-08-2022,7,Jabalpur,Punjab1,0,29,23.1,91.9,74.4,3,208.1,6,Anthracnose,,
2022,35,27-08-2022 to 02-09-2022,8,Jabalpur,Punjab1,0,31.3,24.1,90,67.9,3,97.5,3.4,Anthracnose,,
2022,36,03-09-2022 to 09-09-2022,9,Jabalpur,Punjab1,3.56,31.9,24.3,87.4,71.6,2,47,3,Anthracnose,,
2022,37,10-09-2022 to 16-09-2022,10,Jabalpur,Punjab1,7.11,30.5,24.2,90.6,79.4,4,118,5.4,Anthracnose,,
2022,38,17-09-2022 to 23-09-2022,11,Jabalpur,Punjab1,8.67,29.8,23.6,92.4,79,7,39.3,3.7,Anthracnose,,
2022,39,24-09-2022 to 30-09-2022,12,Jabalpur,Punjab1,9.33,30.4,22.3,91,64.7,0,0,3.4,Anthracnose,,
2022,40,01-10-2022 to 07-10-2022,13,Jabalpur,Punjab1,9.78,31.5,22.6,87.7,67.4,1,27.4,2.3,Anthracnose,,
2023,36,03-09-2023 to 09-09-2023,1,Jabalpur,Punjab1,0,32,24.5,88,77,4,158.4,3.9,Charcoal Rot,,
2023,37,10-09-2023 to 16-09-2023,2,Jabalpur,Punjab1,0,29.9,24.3,93,81,5,56.6,5.3,Charcoal Rot,,
2023,38,17-09-2023 to 23-09-2023,3,Jabalpur,Punjab1,0,31.6,24,87,66,2,20.5,2.9,Charcoal Rot,,
2023,39,24-09-2023 to 30-09-2023,4,Jabalpur,Punjab1,0,32.3,23.6,88,65,0,1.4,2.7,Charcoal Rot,,
2023,40,01-10-2023 to 07-10-2023,5,Jabalpur,Punjab1,0,31.9,20.6,83,57,0,0.6,3,Charcoal Rot,,
2023,31,30-07-2023 to 05-08-2023,1,Jabalpur,Punjab1,0,29,24.1,93,85,5,285.8,8.4,Yellow Mosaic Disease,,
2023,32,06-08-2023 to 12-08-2023,2,Jabalpur,Punjab1,1.79,29.4,24,89,70,2,23.6,6.4,Yellow Mosaic Disease,,
2023,33,13-08-2023 to 19-08-2023,3,Jabalpur,Punjab1,10.74,31.6,23.9,89,70,2,160.2,5.1,Yellow Mosaic Disease,,
2023,34,20-08-2023 to 26-08-2023,4,Jabalpur,Punjab1,17.34,29.9,24.3,87,75,3,25.1,5.3,Yellow Mosaic Disease,,
2023,35,27-08-2023 to 02-09-2023,5,Jabalpur,Punjab1,19.38,32.5,24.2,86,61,2,9.2,4.3,Yellow Mosaic Disease,,
2023,36,03-09-2023 to 09-09-2023,6,Jabalpur,Punjab1,20.8,32,24.5,88,77,4,158.4,3.9,Yellow Mosaic Disease,,
2023,37,10-09-2023 to 16-09-2023,7,Jabalpur,Punjab1,20.8,29.9,24.3,93,81,5,56.6,5.3,Yellow Mosaic Disease,,
2023,35,27-08-2023 to 02-09-2023,1,Jabalpur,Punjab1,4.2,32.5,24.2,86,61,2,9.2,4.3,Rhizoctonia Aerial Blight,,
2023,36,03-09-2023 to 09-09-2023,2,Jabalpur,Punjab1,10.74,32,24.5,88,77,4,158.4,3.9,Rhizoctonia Aerial Blight,,
2023,37,10-09-2023 to 16-09-2023,3,Jabalpur,Punjab1,17.22,29.9,24.3,93,81,5,56.6,5.3,Rhizoctonia Aerial Blight,,
2023,38,17-09-2023 to 23-09-2023,4,Jabalpur,Punjab1,32.96,31.6,24,87,66,2,20.5,2.9,Rhizoctonia Aerial Blight,,
2023,34,20-08-2023 to 26-08-2023,1,Jabalpur,Punjab1,0,29.9,24.3,87,75,3,25.1,5.3,Anthracnose,,
2023,35,27-08-2023 to 02-09-2023,2,Jabalpur,Punjab1,0.67,32.5,24.2,86,61,2,9.2,4.3,Anthracnose,,
2023,36,03-09-2023 to 09-09-2023,3,Jabalpur,Punjab1,3.11,32,24.5,88,77,4,158.4,3.9,Anthracnose,,
2023,37,10-09-2023 to 16-09-2023,4,Jabalpur,Punjab1,9.56,29.9,24.3,93,81,5,56.6,5.3,Anthracnose,,
2023,38,17-09-2023 to 23-09-2023,5,Jabalpur,Punjab1,13.78,31.6,24,87,66,2,20.5,2.9,Anthracnose,,
2023,39,24-09-2023 to 30-09-2023,6,Jabalpur,Punjab1,14.89,32.3,23.6,88,65,0,1.4,2.7,Anthracnose,,
2024,35,26-08-2024 to 01-09-2024,1,Japalpur,Punjab1,0,31.9,25.4,91.3,68.7,1,17.8,1.8,Charcoal Rot,,
2024,36,02-09-2024 to 08-09-2024,2,Japalpur,Punjab1,3,32.7,25.4,91.1,67.7,2,17.2,1.52,Charcoal Rot,,
2024,37,09-09-2024 to 15-09-2024,3,Japalpur,Punjab1,4.5,30,24.2,91.7,76,3,184.8,3.05,Charcoal Rot,,
2024,38,16-09-2024 to 22-09-2024,4,Japalpur,Punjab1,12,30.6,24.2,93.6,67.7,2,93.8,2.28,Charcoal Rot,,
2024,39,23-09-2024 to 29-09-2024,5,Japalpur,Punjab1,13,31.6,25.2,91.1,71.1,2,10.8,2.01,Charcoal Rot,,
2024,29,15-07-2024 to 21-07-2024,1,Japalpur,Punjab1,0,33.4,26.1,90.4,70,4,174.2,2.06,Yellow Mosaic Disease,,
2024,30,22-07-2024 to 28-07-2024,2,Japalpur,Punjab1,1.45,28.6,24.8,95.6,89.4,6,197.8,3.16,Yellow Mosaic Disease,,
2024,31,29-07-2024 to 04-08-2024,3,Japalpur,Punjab1,5.16,28.4,24.7,96,84,5,217.2,3.36,Yellow Mosaic Disease,,
2024,32,05-08-2024 to 11-08-2024,4,Japalpur,Punjab1,11.87,29.2,24.6,94.1,81.6,2,58.6,2.3,Yellow Mosaic Disease,,
2024,33,12-08-2024 to 18-08-2024,5,Japalpur,Punjab1,15.48,31.5,24.7,92.7,72.3,2,68.8,1.48,Yellow Mosaic Disease,,
2024,34,19-08-2024 to 25-08-2024,6,Japalpur,Punjab1,16.7,31.3,24.8,93.3,75.3,4,91.2,1.37,Yellow Mosaic Disease,,
2024,35,26-08-2024 to 01-09-2024,7,Japalpur,Punjab1,17.36,31.9,25.4,91.3,68.7,1,17.8,1.8,Yellow Mosaic Disease,,
2024,36,02-09-2024 to 08-09-2024,8,Japalpur,Punjab1,17.59,32.7,25.4,91.1,67.7,2,17.2,1.52,Yellow Mosaic Disease,,
2024,37,09-09-2024 to 15-09-2024,9,Japalpur,Punjab1,17.62,30,24.2,91.7,76,3,184.8,3.05,Yellow Mosaic Disease,,
2024,38,16-09-2024 to 22-09-2024,10,Japalpur,Punjab1,17.62,30.6,24.2,93.6,67.7,2,93.8,2.28,Yellow Mosaic Disease,,
2024,33,12-08-2024 to 18-08-2024,1,Japalpur,Punjab1,0,31.5,24.7,92.7,72.3,2,68.8,1.48,Rhizoctonia Aerial Blight,,
2024,34,19-08-2024 to 25-08-2024,2,Japalpur,Punjab1,0.36,31.3,24.8,93.3,75.3,4,91.2,1.37,Rhizoctonia Aerial Blight,,
2024,35,26-08-2024 to 01-09-2024,3,Japalpur,Punjab1,7.05,31.9,25.4,91.3,68.7,1,17.8,1.8,Rhizoctonia Aerial Blight,,
2024,36,02-09-2024 to 08-09-2024,4,Japalpur,Punjab1,12.59,32.7,25.4,91.1,67.7,2,17.2,1.52,Rhizoctonia Aerial Blight,,
2024,37,09-09-2024 to 15-09-2024,5,Japalpur,Punjab1,18.21,30,24.2,91.7,76,3,184.8,3.05,Rhizoctonia Aerial Blight,,
2024,38,16-09-2024 to 22-09-2024,6,Japalpur,Punjab1,21.22,30.6,24.2,93.6,67.7,2,93.8,2.28,Rhizoctonia Aerial Blight,,
2024,30,22-07-2024 to 28-07-2024,1,Japalpur,Punjab1,0,28.6,24.8,95.6,89.4,6,197.8,3.16,Anthracnose,,
2024,31,29-07-2024 to 04-08-2024,2,Japalpur,Punjab1,0,28.4,24.7,96,84,5,217.2,3.36,Anthracnose,,
2024,32,05-08-2024 to 11-08-2024,3,Japalpur,Punjab1,0,29.2,24.6,94.1,81.6,2,58.6,2.3,Anthracnose,,
2024,33,12-08-2024 to 18-08-2024,4,Japalpur,Punjab1,0,31.5,24.7,92.7,72.3,2,68.8,1.48,Anthracnose,,
2024,34,19-08-2024 to 25-08-2024,5,Japalpur,Punjab1,0,31.3,24.8,93.3,75.3,4,91.2,1.37,Anthracnose,,
2024,35,26-08-2024 to 01-09-2024,6,Japalpur,Punjab1,0,31.9,25.4,91.3,68.7,1,17.8,1.8,Anthracnose,,
2024,36,02-09-2024 to 08-09-2024,7,Japalpur,Punjab1,0,32.7,25.4,91.1,67.7,2,17.2,1.52,Anthracnose,,
2024,37,09-09-2024 to 15-09-2024,8,Japalpur,Punjab1,0,30,24.2,91.7,76,3,184.8,3.05,Anthracnose,,
2024,38,16-09-2024 to 22-09-2024,9,Japalpur,Punjab1,0,30.6,24.2,93.6,67.7,2,93.8,2.28,Anthracnose,,
2021,34,20-08-2021 to 26-08-2021,8,Jabalpur,PK -472,0,30.7,24.7,87,67,0,2.2,4.3,Charcoal Rot,,
2021,35,27-08-2021 to 02-09-2021,9,Jabalpur,PK -472,1,31.6,24.5,86,68,0,2.5,3.4,Charcoal Rot,,
2021,36,03-09-2021 to 09-09-2021,10,Jabalpur,PK -472,12,31.4,24.1,91,78,4,35.7,3.5,Charcoal Rot,,
2021,37,10-09-2021 to 16-09-2021,11,Jabalpur,PK -472,23,30,23.8,93,81,4,100.8,3,Charcoal Rot,,
2021,38,17-09-2021 to 23-09-2021,12,Jabalpur,PK -472,51.5,30.9,23.6,89,68,2,16.3,3.1,Charcoal Rot,,
2021,39,24-09-2021 to 30-09-2021,13,Jabalpur,PK -472,62.5,31.9,24.1,88,62,1,3.8,3.3,Charcoal Rot,,
2021,29,16-07-2021 to 22-07-2021,3,Jabalpur,PK -472,0.86,33.4,25.4,84.1,70,3,35.4,3.9,Yellow Mosaic Disease,,
2021,30,23-07-2021 to 29-07-2021,4,Jabalpur,PK -472,10.12,27.7,23.8,94.6,85.1,5,130.4,5.7,Yellow Mosaic Disease,,
2021,31,30-07-2021 to 05-08-2021,5,Jabalpur,PK -472,17.84,26.8,23.4,91.1,84.1,6,43.7,8,Yellow Mosaic Disease,,
2021,32,06-08-2021 to 12-08-2021,6,Jabalpur,PK -472,23.83,28.5,24.2,90,79,2,11.1,6.2,Yellow Mosaic Disease,,
2021,33,13-08-2021 to 19-08-2021,7,Jabalpur,PK -472,32.22,32.6,24.7,89,71,3,42.3,3.3,Yellow Mosaic Disease,,
2021,34,20-08-2021 to 26-08-2021,8,Jabalpur,PK -472,35.99,30.7,24.7,87,67,0,2.2,4.3,Yellow Mosaic Disease,,
2021,35,27-08-2021 to 02-09-2021,9,Jabalpur,PK -472,36.54,31.6,24.5,86,68,0,2.5,3.4,Yellow Mosaic Disease,,
2021,36,03-09-2021 to 09-09-2021,10,Jabalpur,PK -472,36.79,31.4,24.1,91,78,4,35.7,3.5,Yellow Mosaic Disease,,
2021,37,10-09-2021 to 16-09-2021,11,Jabalpur,PK -472,42.71,30,23.8,93,81,4,100.8,3,Yellow Mosaic Disease,,
2021,33,13-08-2021 to 19-08-2021,7,Jabalpur,PK -472,0,32.6,24.7,89,71,3,42.3,3.3,Rhizoctonia Aerial Blight,,
2021,34,20-08-2021 to 26-08-2021,8,Jabalpur,PK -472,0.56,30.7,24.7,87,67,0,2.2,4.3,Rhizoctonia Aerial Blight,,
2021,35,27-08-2021 to 02-09-2021,9,Jabalpur,PK -472,1.17,31.6,24.5,86,68,0,2.5,3.4,Rhizoctonia Aerial Blight,,
2021,36,03-09-2021 to 09-09-2021,10,Jabalpur,PK -472,2.59,31.4,24.1,91,78,4,35.7,3.5,Rhizoctonia Aerial Blight,,
2021,37,10-09-2021 to 16-09-2021,11,Jabalpur,PK -472,9.2,30,23.8,93,81,4,100.8,3,Rhizoctonia Aerial Blight,,
2021,38,17-09-2021 to 23-09-2021,12,Jabalpur,PK -472,15.86,30.9,23.6,89,68,2,16.3,3.1,Rhizoctonia Aerial Blight,,
2021,31,30-07-2021 to 05-08-2021,5,Jabalpur,PK -472,0,26.8,23.4,91.1,84.1,6,43.7,8,Anthracnose,,
2021,32,06-08-2021 to 12-08-2021,6,Jabalpur,PK -472,0,28.5,24.2,90,79,2,11.1,6.2,Anthracnose,,
2021,33,13-08-2021 to 19-08-2021,7,Jabalpur,PK -472,0,32.6,24.7,89,71,3,42.3,3.3,Anthracnose,,
2021,34,20-08-2021 to 26-08-2021,8,Jabalpur,PK -472,0,30.7,24.7,87,67,0,2.2,4.3,Anthracnose,,
2021,35,27-08-2021 to 02-09-2021,9,Jabalpur,PK -472,3.11,31.6,24.5,86,68,0,2.5,3.4,Anthracnose,,
2021,36,03-09-2021 to 09-09-2021,10,Jabalpur,PK -472,5.33,31.4,24.1,91,78,4,35.7,3.5,Anthracnose,,
2021,37,10-09-2021 to 16-09-2021,11,Jabalpur,PK -472,7.56,30,23.8,93,81,4,100.8,3,Anthracnose,,
2021,38,17-09-2021 to 23-09-2021,12,Jabalpur,PK -472,9.33,30.9,23.6,89,68,2,16.3,3.1,Anthracnose,,
2021,39,24-09-2021 to 30-09-2021,13,Jabalpur,PK -472,9.78,31.9,24.1,88,62,1,3.8,3.3,Anthracnose,,
2022,35,27-08-2022 to 02-09-2022,8,Jabalpur,PK -472,0,31.3,24.1,90,67.9,3,97.5,3.4,Charcoal Rot,,
2022,36,03-09-2022 to 09-09-2022,9,Jabalpur,PK -472,0,31.9,24.3,87.4,71.6,2,47,3,Charcoal Rot,,
2022,37,10-09-2022 to 16-09-2022,10,Jabalpur,PK -472,3,30.5,24.2,90.6,79.4,4,118,5.4,Charcoal Rot,,
2022,38,17-09-2022 to 23-09-2022,11,Jabalpur,PK -472,12.5,29.8,23.6,92.4,79,7,39.3,3.7,Charcoal Rot,,
2022,39,24-09-2022 to 30-09-2022,12,Jabalpur,PK -472,28.5,30.4,22.3,91,64.7,0,0,3.4,Charcoal Rot,,
2022,40,01-10-2022 to 07-10-2022,13,Jabalpur,PK -472,35,31.5,22.6,87.7,67.4,1,27.4,2.3,Charcoal Rot,,
2022,31,30-07-2022 to 05-08-2022,4,Jabalpur,PK -472,0,31.8,25.2,87.9,66.7,2,16,3.5,Yellow Mosaic Disease,,
2022,32,06-08-2022 to 12-08-2022,5,Jabalpur,PK -472,1.36,31.6,25,88.3,72.4,4,53.8,5.5,Yellow Mosaic Disease,,
2022,33,13-08-2022 to 19-08-2022,6,Jabalpur,PK -472,7.47,29.4,24,89,75,4,135.7,6.1,Yellow Mosaic Disease,,
2022,34,20-08-2022 to 26-08-2022,7,Jabalpur,PK -472,22.04,29,23.1,91.9,74.4,3,208.1,6,Yellow Mosaic Disease,,
2022,35,27-08-2022 to 02-09-2022,8,Jabalpur,PK -472,32.96,31.3,24.1,90,67.9,3,97.5,3.4,Yellow Mosaic Disease,,
2022,36,03-09-2022 to 09-09-2022,9,Jabalpur,PK -472,41.66,31.9,24.3,87.4,71.6,2,47,3,Yellow Mosaic Disease,,
2022,37,10-09-2022 to 16-09-2022,10,Jabalpur,PK -472,44.13,30.5,24.2,90.6,79.4,4,118,5.4,Yellow Mosaic Disease,,
2022,38,17-09-2022 to 23-09-2022,11,Jabalpur,PK -472,44.57,29.8,23.6,92.4,79,7,39.3,3.7,Yellow Mosaic Disease,,
2022,34,20-08-2022 to 26-08-2022,7,Jabalpur,PK -472,0,29,23.1,91.9,74.4,3,208.1,6,Rhizoctonia Aerial Blight,,
2022,35,27-08-2022 to 02-09-2022,8,Jabalpur,PK -472,0.19,31.3,24.1,90,67.9,3,97.5,3.4,Rhizoctonia Aerial Blight,,
2022,36,03-09-2022 to 09-09-2022,9,Jabalpur,PK -472,2.59,31.9,24.3,87.4,71.6,2,47,3,Rhizoctonia Aerial Blight,,
2022,37,10-09-2022 to 16-09-2022,10,Jabalpur,PK -472,9.32,30.5,24.2,90.6,79.4,4,118,5.4,Rhizoctonia Aerial Blight,,
2022,38,17-09-2022 to 23-09-2022,11,Jabalpur,PK -472,15.8,29.8,23.6,92.4,79,7,39.3,3.7,Rhizoctonia Aerial Blight,,
2022,39,24-09-2022 to 30-09-2022,12,Jabalpur,PK -472,16.3,30.4,22.3,91,64.7,0,0,3.4,Rhizoctonia Aerial Blight,,
2022,33,13-08-2022 to 19-08-2022,6,Jabalpur,PK -472,0,29.4,24,89,75,4,135.7,6.1,Anthracnose,,
2022,34,20-08-2022 to 26-08-2022,7,Jabalpur,PK -472,0,29,23.1,91.9,74.4,3,208.1,6,Anthracnose,,
2022,35,27-08-2022 to 02-09-2022,8,Jabalpur,PK -472,0,31.3,24.1,90,67.9,3,97.5,3.4,Anthracnose,,
2022,36,03-09-2022 to 09-09-2022,9,Jabalpur,PK -472,0,31.9,24.3,87.4,71.6,2,47,3,Anthracnose,,
2022,37,10-09-2022 to 16-09-2022,10,Jabalpur,PK -472,0,30.5,24.2,90.6,79.4,4,118,5.4,Anthracnose,,
2022,38,17-09-2022 to 23-09-2022,11,Jabalpur,PK -472,3.33,29.8,23.6,92.4,79,7,39.3,3.7,Anthracnose,,
2022,39,24-09-2022 to 30-09-2022,12,Jabalpur,PK -472,4.67,30.4,22.3,91,64.7,0,0,3.4,Anthracnose,,
2022,40,01-10-2022 to 07-10-2022,13,Jabalpur,PK -472,4.67,31.5,22.6,87.7,67.4,1,27.4,2.3,Anthracnose,,
2023,36,03-09-2023 to 09-09-2023,1,Jabalpur,PK -472,2,32,24.5,88,77,4,158.4,3.9,Charcoal Rot,,
2023,37,10-09-2023 to 16-09-2023,2,Jabalpur,PK -472,6.5,29.9,24.3,93,81,5,56.6,5.3,Charcoal Rot,,
2023,38,17-09-2023 to 23-09-2023,3,Jabalpur,PK -472,17.5,31.6,24,87,66,2,20.5,2.9,Charcoal Rot,,
2023,39,24-09-2023 to 30-09-2023,4,Jabalpur,PK -472,26.5,32.3,23.6,88,65,0,1.4,2.7,Charcoal Rot,,
2023,40,01-10-2023 to 07-10-2023,5,Jabalpur,PK -472,27.5,31.9,20.6,83,57,0,0.6,3,Charcoal Rot,,
2023,31,30-07-2023 to 05-08-2023,1,Jabalpur,PK -472,0.74,29,24.1,93,85,5,285.8,8.4,Yellow Mosaic Disease,,
2023,32,06-08-2023 to 12-08-2023,2,Jabalpur,PK -472,5.62,29.4,24,89,70,2,23.6,6.4,Yellow Mosaic Disease,,
2023,33,13-08-2023 to 19-08-2023,3,Jabalpur,PK -472,22.22,31.6,23.9,89,70,2,160.2,5.1,Yellow Mosaic Disease,,
2023,34,20-08-2023 to 26-08-2023,4,Jabalpur,PK -472,35.06,29.9,24.3,87,75,3,25.1,5.3,Yellow Mosaic Disease,,
2023,35,27-08-2023 to 02-09-2023,5,Jabalpur,PK -472,42.78,32.5,24.2,86,61,2,9.2,4.3,Yellow Mosaic Disease,,
2023,36,03-09-2023 to 09-09-2023,6,Jabalpur,PK -472,43.82,32,24.5,88,77,4,158.4,3.9,Yellow Mosaic Disease,,
2023,37,10-09-2023 to 16-09-2023,7,Jabalpur,PK -472,44.81,29.9,24.3,93,81,5,56.6,5.3,Yellow Mosaic Disease,,
2023,35,27-08-2023 to 02-09-2023,1,Jabalpur,PK -472,0,32.5,24.2,86,61,2,9.2,4.3,Rhizoctonia Aerial Blight,,
2023,36,03-09-2023 to 09-09-2023,2,Jabalpur,PK -472,2.35,32,24.5,88,77,4,158.4,3.9,Rhizoctonia Aerial Blight,,
2023,37,10-09-2023 to 16-09-2023,3,Jabalpur,PK -472,6.48,29.9,24.3,93,81,5,56.6,5.3,Rhizoctonia Aerial Blight,,
